year,method,y_true,y_pred,pi_lo,pi_hi,abs_error,in_interval,country
2020,ets,0.6383430930098305,0.6894467701497288,0.6641728915422723,0.7147206487571852,0.051103677139898274,False,CHL
2020,arima,0.6383430930098305,0.6832684725881151,0.6535589931618648,0.7129779520143653,0.044925379578284574,False,CHL
2020,bayesian,0.6383430930098305,0.6720023051854511,0.6457903180862624,0.6982142922846398,0.03365921217562062,False,CHL
2020,xgboost,0.6383430930098305,0.6890195608139038,0.683366998755394,0.6946721228724136,0.05067646780407331,False,CHL
2021,naive,0.6268517993234592,0.6383430930098305,0.6067970096133632,0.6698891764062977,0.011491293686371251,True,CHL
2021,ets,0.6268517993234592,0.6469597112465797,0.6198004786301682,0.6741189438629912,0.020107911923120447,True,CHL
2021,arima,0.6268517993234592,0.6313961887616832,0.5998105489567338,0.6629818285666327,0.004544389438223995,True,CHL
2021,bayesian,0.6268517993234592,0.6438872841383341,0.6169956948675633,0.6707788734091048,0.017035484814874824,True,CHL
2021,xgboost,0.6268517993234592,0.6489470601081848,0.6413618261449824,0.6565322940713872,0.022095260784725568,False,CHL
2022,naive,0.6398207944791464,0.6268517993234592,0.5960550773738101,0.6576485212731084,0.012968995155687169,True,CHL
2022,ets,0.6398207944791464,0.6169651943111342,0.5900474153356599,0.6438829732866085,0.022855600168012247,True,CHL
2022,arima,0.6398207944791464,0.6198822897845007,0.5890325402411059,0.6507320393278955,0.019938504694645753,True,CHL
2022,bayesian,0.6398207944791464,0.6198986964247343,0.5935438551575031,0.6462535376919655,0.01992209805441214,True,CHL
2022,xgboost,0.6398207944791464,0.6357807517051697,0.628966314632774,0.6425951887775654,0.0040400427739767375,True,CHL
2023,naive,0.645194821815606,0.6398207944791464,0.609184504054188,0.6704570849041048,0.00537402733645953,True,CHL
2023,ets,0.645194821815606,0.617603955772426,0.5905506230086554,0.6446572885361966,0.02759086604317995,False,CHL
2023,arima,0.645194821815606,0.6333363781545897,0.6027225259505138,0.6639502303586655,0.011858443661016294,True,CHL
2023,bayesian,0.645194821815606,0.6087177279350524,0.5825552897200535,0.6348801661500513,0.036477093880553535,False,CHL
2023,xgboost,0.645194821815606,0.6380809545516968,0.6315875655823648,0.6445743435210287,0.007113867263909168,False,CHL
2024,naive,0.6362076721722574,0.645194821815606,0.6150391807313689,0.675350462899843,0.008987149643348569,True,CHL
2024,ets,0.6362076721722574,0.6306696794589579,0.6033835615311479,0.6579557973867679,0.005537992713299467,True,CHL
2024,arima,0.6362076721722574,0.6390291391436782,0.6089261838905806,0.6691320943967758,0.0028214669714208274,True,CHL
2024,bayesian,0.6362076721722574,0.6039523699898234,0.5766724403621821,0.6312322996174646,0.032255302182434,False,CHL
2024,xgboost,0.6362076721722574,0.6440010666847229,0.6375927213925321,0.6504094119769137,0.0077933945124655235,False,CHL
2025,naive,0.6387411135231758,0.6362076721722574,0.6066829370253352,0.6657324073191796,0.002533441350918375,True,CHL
2025,ets,0.6387411135231758,0.6270116278954848,0.6002414688696536,0.653781786921316,0.011729485627690939,True,CHL
2025,arima,0.6387411135231758,0.6300422961557242,0.6005642009674603,0.659520391343988,0.008698817367451595,True,CHL
2025,bayesian,0.6387411135231758,0.598504413961689,0.5706109598574115,0.6263978680659664,0.04023669956148679,False,CHL
2025,xgboost,0.6387411135231758,0.6378614902496338,0.631689770293711,0.6440332102055566,0.0008796232735419629,True,CHL
2015,naive,0.6726725006123907,0.643510223591985,0.6113699373724316,0.6756505098115383,0.029162277020405747,True,COL
2015,ets,0.6726725006123907,0.6705546451866913,0.6401251124315763,0.7009841779418062,0.002117855425699422,True,COL
2015,arima,0.6726725006123907,0.6604503296825384,0.628288806053651,0.6926118533114257,0.012222170929852338,True,COL
2015,bayesian,0.6726725006123907,0.6452314143024556,0.6113195728873448,0.6791432557175663,0.027441086309935137,True,COL
2015,xgboost,0.6726725006123907,0.6326418519020081,0.6239646190419152,0.6413190847621009,0.040030648710382644,False,COL
2016,naive,0.6507484078791107,0.6726725006123907,0.6412308283236753,0.7041141729011061,0.02192409273328,True,COL
2016,ets,0.6507484078791107,0.7052629224306545,0.6757773450172866,0.7347484998440224,0.05451451455154377,False,COL
2016,arima,0.6507484078791107,0.6916442167241567,0.6603369658786267,0.7229514675696866,0.040895808845045956,False,COL
2016,bayesian,0.6507484078791107,0.6843946162141661,0.6512160424549581,0.717573189973374,0.03364620833505538,False,COL
2016,xgboost,0.6507484078791107,0.6607016324996948,0.6514234753258649,0.6699797896735248,0.009953224620584122,False,COL
2017,naive,0.6945812897401894,0.6507484078791107,0.6182511493386891,0.6832456664195323,0.0438328818610787,False,COL
2017,ets,0.6945812897401894,0.6712247914104584,0.6409959381840811,0.7014536446368358,0.023356498329730968,True,COL
2017,arima,0.6945812897401894,0.6652422845183875,0.6324731919241138,0.6980113771126613,0.029339005221801884,True,COL
2017,bayesian,0.6945812897401894,0.6952466991327984,0.6616333719481259,0.7288600263174708,0.000665409392608951,True,COL
2017,xgboost,0.6945812897401894,0.6521400213241577,0.6429461612922861,0.6613338813560293,0.042441268416031686,False,COL
2018,naive,0.7126056785562486,0.6945812897401894,0.6616633894482323,0.7274991900321465,0.018024388816059167,True,COL
2018,ets,0.7126056785562486,0.6999758859551168,0.6698242167510912,0.7301275551591425,0.012629792601131729,True,COL
2018,arima,0.7126056785562486,0.7126712751274145,0.6797038567648447,0.7456386934899842,6.559657116589346e-05,True,COL
2018,bayesian,0.7126056785562486,0.7217009505806848,0.6895509776953466,0.7538509234660231,0.009095272024436274,True,COL
2018,xgboost,0.7126056785562486,0.6672670245170593,0.6572022523180239,0.6773317967160948,0.04533865403918924,False,COL
